tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
Sgdy69gU4Uahwyr/yLIG3g==,local,null,null,0,301,301,300,3,19,274,0,3,13
ayiYN4G4XU+a/wMR8onvFw==,local,null,null,0,402,401,383,5,34,323,0,3,29
MebjIxb32ESLAasUloeEzw==,local,null,null,0,426,424,405,5,29,350,0,4,21
spRfCnB4fEmU4fR2aPXfGA==,local,null,null,0,295,293,292,4,16,267,0,3,11
qz/ZoiJr8EqS722Ms9DbYA==,local,null,null,0,1267,1267,1250,10,654,564,0,9,19
lm44OLaAOE61+dO2ofc3Aw==,remote,edge1,edge1,1048576,391,391,390,78,17,291,4,77,12
/czMLkQ7Hk6k8EsxTItgYA==,local,null,null,0,487,486,468,23,32,390,0,15,24
Htkjtu85V0+Q8otd+qPT2w==,local,null,null,0,1056,1055,1050,100,35,860,0,95,8
EwNLArujB0qq+lnZqrV3nQ==,remote,edge1,edge1,1048576,366,365,364,85,13,262,5,84,8
V4eT+eF8DE2sq4xjxeyRMg==,remote,edge1,edge1,1048576,330,330,323,22,13,282,3,22,6
CFQj5vTRhk+UVJ0uSsl+7g==,local,null,null,0,439,439,422,5,27,365,0,5,21
/zuCsjdb5E+ZqIFUQSsSqQ==,remote,edge2,edge2,1048576,481,481,465,88,35,320,24,86,29
kc9wvSmFv0aXEPmBjwtDZg==,local,null,null,0,1111,1111,1102,125,78,794,0,98,10
CdPY1HnHg02bELACftHyFQ==,local,null,null,0,1424,1423,1388,120,136,1070,0,93,18
SDySI2ZW50q/jeUVORHKdA==,remote,edge1,cloud1,1048576,1508,1506,1424,839,96,401,88,837,90
jOoMI0TTdku+9F0JEWHKeg==,remote,edge2,edge2,1048576,441,440,424,58,23,320,25,57,18
aS4iDI+pyEW0op+Pb+oDuA==,none,null,null,0,1,0,0,0,0,0,0,0,0
NvtA7CpKw064kDEzJ2vhrA==,remote,edge2,cloud1,1048576,1632,1631,1549,850,102,508,100,849,92
bolI/OfMFESVTwjYKaaknA==,none,null,null,0,0,0,0,0,0,0,0,0,0
XekKJsuig0qB/TwMheuf9g==,none,null,null,0,1,0,0,0,0,0,0,0,0
EaFncSvv2UeDKsMttvHEIw==,local,null,null,0,404,404,387,4,36,324,0,4,27
pptRtOO4bEGJL2EAgJc+2A==,none,null,null,0,4,0,0,0,0,0,0,0,0
Cu4omk382k29YJL/vOgXHw==,remote,edge2,cloud1,1048576,1639,1638,1556,854,102,512,92,853,92
VvJzeivNDUex3VWbRm0phg==,local,null,null,0,766,766,751,24,37,675,0,19,7
xv8PLOQXW06D3EgJHKR9zQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
ierZcYqtJEWQHPRsIzAIfQ==,local,null,null,0,289,289,287,3,10,266,0,2,6
cOyt98/Dtk+zETmPIv1NBQ==,local,null,null,0,1274,1273,1256,6,660,567,0,4,23
CykucelZb0S4d6G0QEjmEw==,none,null,null,0,0,0,0,0,0,0,0,0,0
ob/zOp4owEGYE++dqBimaw==,remote,edge2,cloud1,1048576,2300,2299,2215,1500,94,535,88,835,86
154oYJM+K0G9nOaqWIPvbw==,local,null,null,0,797,795,789,62,46,660,0,35,5
emj1UPLWTkSiNJkSKzj52w==,local,null,null,0,277,276,274,4,11,255,0,3,6
fdE7E6m2BUufCq3P9/2mxQ==,local,null,null,0,301,299,294,6,10,273,0,3,2
gv6DTa9ajE2nHDjj1GK4Jw==,remote,edge1,edge1,1048576,376,375,373,67,12,290,11,66,7
Y8D9/J2OqUSUzJYKYfzFsQ==,remote,edge2,cloud1,1048576,1557,1556,1474,842,166,380,91,840,156
0oQ7VxZMuEuf9gyMutPyWw==,local,null,null,0,436,434,421,9,32,342,0,7,21
tkN7A1x100y1sXYiIc9FYg==,none,null,null,0,1,0,0,0,0,0,0,0,0
8c6XshDMYkWFaB3S5k/KZw==,local,null,null,0,646,645,625,7,36,558,0,7,24
37Vm5sMnLEOLRT78rbz/RQ==,remote,edge2,edge2,1048576,498,497,480,88,32,339,26,67,24
dr0DDUCuU0mjpUeTbXlUhQ==,none,null,null,0,1,0,0,0,0,0,0,0,0
B9Tkk/jli0Gl2f0+Nk8HBg==,remote,edge2,edge2,1048576,432,431,415,43,39,311,20,42,26
/5W6TZQW40SUOkwXID/ehw==,remote,edge1,cloud1,1048576,1538,1537,1455,843,99,427,87,830,90
3LFrjDn3YEGpu/6jEJE+jg==,local,null,null,0,399,397,380,5,36,317,0,4,31
zVpVq1RqSEeI0TEx22JKuA==,local,null,null,0,2238,2238,2235,686,817,718,0,11,14
l/dTHvlik0OL6HtA4vyE8Q==,remote,edge2,edge2,1048576,428,428,411,46,31,312,19,43,21
fC3aQnXqg0W8DzR/xRNeXg==,remote,edge1,cloud1,1048576,1453,1450,1367,838,102,340,87,837,84
C4PBsL7PnUOzDsTgdWzYdg==,local,null,null,0,550,549,531,45,27,439,0,38,8
5sRIgeTWnECZHphifDXGUA==,local,null,null,0,411,409,392,11,36,324,0,10,31
0G2xS5yreECkk1iNzwikLw==,local,null,null,0,1575,1574,1570,55,743,729,0,42,6
SgqN9SI8ZUycqqb4RnB+og==,local,null,null,0,722,720,717,46,86,557,0,33,16
OdhQtCLt8kebRjEYCM9SmA==,remote,edge2,cloud1,1048576,1457,1456,1374,846,98,339,97,845,90
kgpo9CbN/EOKndYVMdVh0g==,local,null,null,0,407,406,388,5,33,329,0,4,25
8e/R5R6vC0usKlgUZ+tRfw==,local,null,null,0,841,840,818,28,54,712,0,17,23
EhXMIcBwgk2pQhwuZlpNVQ==,local,null,null,0,790,786,769,18,41,688,0,8,19
tgXcbg4fMkKi9vEVNfioDg==,local,null,null,0,274,273,272,4,12,251,0,4,7
TyFmTKhJhkimCdWK7WsR+w==,none,null,null,0,0,0,0,0,0,0,0,0,0
5YI53j62NUaPZvr1p53/lA==,remote,edge2,cloud1,1048576,1519,1518,1434,846,100,396,91,845,91
h6usX6W8JU+a8JtLEqGtYQ==,local,null,null,0,309,308,308,4,12,287,0,3,7
oaWoAJfFfUqfLVPfMHF7jg==,none,null,null,0,0,0,0,0,0,0,0,0,0
Js2KeGPA4kKfRO212Bnx6g==,local,null,null,0,584,583,579,29,42,486,0,5,12
VKy85EopQE2tRYpnoPlPVQ==,remote,edge1,cloud1,1048576,1532,1531,1448,833,93,432,85,831,89
uHH0DohMi02+uOU56MAjlQ==,remote,edge2,cloud1,1048576,1504,1503,1420,845,101,385,92,843,90
nw/aprzLr0W9Q9Z1ff9aBg==,local,null,null,0,290,287,286,3,15,263,0,3,10
DYQbzj0OI06sDkj4y11AcQ==,remote,edge1,edge1,1048576,440,440,438,142,14,277,7,140,9
