tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
t1eOZzRKeUuZdMngPuSM/g==,remote,edge2,cloud1,10485760,7131,7129,7046,1629,115,5199,84,1076,83
2lBx22dfQk2khVsrMeZI7w==,local,null,null,0,7457,7457,7455,19,39,7389,0,10,8
9lPX2jMBnkuYjhsjuqlC1g==,local,null,null,0,6153,6152,6148,16,32,6080,0,7,4
b8vHaut+qki2PjOa5fVt9A==,none,null,null,0,0,0,0,0,0,0,0,0,0
r8ba6W2rrkmzDUrw3gODsQ==,remote,edge1,cloud1,10485760,9370,9369,9203,4085,95,4932,168,4079,83
FNKpmGYSqkCvBupvUbEt8Q==,local,null,null,0,6569,6569,6561,26,11,6517,0,19,2
s4asa+9vkEasVhc99v6hfA==,local,null,null,0,7083,7082,7077,21,12,7033,0,12,1
eE2NdrARQkiNDrBMDsDkkw==,local,null,null,0,8139,8138,8119,54,40,7994,0,38,17
oCFxwkjnRU+6Ur3Y82ASjA==,remote,edge2,cloud1,10485760,6883,6882,6799,1083,98,5521,82,1079,83
IXQ1wQfhY0O9TAhu1A2yVw==,remote,edge1,cloud1,10485760,8375,8374,8291,2010,95,6098,83,1149,82
jtsX/himD0q8rpWeKYnEYw==,local,null,null,0,12614,12614,12598,1877,47,10643,0,14,20
lLOfAgOzPkSTkt0lt+4rvw==,local,null,null,0,5547,5546,5543,34,9,5495,0,10,1
9Nos58gyPEy6r8k+O3iQTQ==,local,null,null,0,7197,7196,7166,27,24,7091,0,23,17
3E2uUS0VC0W6Ux8Wlh0QMg==,local,null,null,0,7582,7581,7541,22,44,7431,0,15,21
IqZJfhckvEmEVaeVvKlhZw==,local,null,null,0,8989,8988,8954,1005,54,7867,0,8,18
ZR/o3yDItU+m03ZVSHxf/Q==,remote,edge1,cloud1,10485760,10776,10775,10692,3471,93,7034,81,1891,82
tor6xSj3k0Spub2tqIpjEw==,local,null,null,0,7376,7375,7366,33,32,7288,0,20,5
rU82km4p/EyJTI08S4Nktg==,none,null,null,0,0,0,0,0,0,0,0,0,0
gTu6zhfYbEGZAF/phJpJVA==,local,null,null,0,5377,5376,5354,20,24,5282,0,12,17
Ec+kuBB3BkKVJ8WLxwYD3A==,none,null,null,0,0,0,0,0,0,0,0,0,0
Mo+etbdk/kmkX4y0UweYUg==,local,null,null,0,9625,9625,9608,1832,57,7687,0,5,20
q49YRS92LkaDbyNcbh4ptQ==,local,null,null,0,8742,8741,8738,1026,29,7664,0,26,4
tkEzCmk8tU+dKGZBKXjbYw==,remote,edge2,cloud1,10485760,9646,9645,9389,3007,89,6202,82,2007,82
AtLGsG8IQkGrfPbvA818jA==,none,null,null,0,0,0,0,0,0,0,0,0,0
HeeYYql37E660vu7ubpY1w==,local,null,null,0,7392,7391,7372,26,28,7292,0,18,17
OhWH4V8++kCJAv492Fnnuw==,local,null,null,0,7747,7745,7709,40,29,7592,0,34,21
VxjWoqJOCkuv02iNWUQVuw==,remote,edge2,cloud1,10485760,7799,7798,7714,2409,99,5118,84,1085,84
uycdeVCPwECyJ0fJWd971Q==,remote,edge2,cloud1,10485760,6173,6172,6088,1504,128,4361,84,1086,87
8wUl4t8vFEmVyGZobpxGsQ==,local,null,null,0,7915,7915,7897,16,59,7785,0,10,21
HYd2z4Iy9kGec+niB+U+xQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
QDj8BAJZAEuyRk6YyvYrag==,none,null,null,0,0,0,0,0,0,0,0,0,0
f3OHOrZjz0aFuZipRA8K9g==,local,null,null,0,8621,8621,8586,1004,50,7480,0,5,24
wVb/lRPid0GOy0dW+FcCQg==,local,null,null,0,7798,7798,7786,19,48,7676,0,14,19
EN35iYAWBEe3ZY76BbvlbQ==,local,null,null,0,7867,7867,7864,28,30,7796,0,18,2
XS6+9BlkFUmIRuB1FCt5QA==,local,null,null,0,11017,11017,11013,1535,29,9420,0,9,7
T0tKd14tskqWxNdwhKeaSg==,none,null,null,0,0,0,0,0,0,0,0,0,0
QZKZ4vpTtEOnNCYkzhRUYA==,local,null,null,0,8635,8634,8628,1003,32,7582,0,5,3
JGRfijQmKE+zflbTlu0JaA==,local,null,null,0,7969,7968,7951,8,36,7857,0,7,20
cyN8KsiguUC9gHligq5BSw==,local,null,null,0,8150,8148,8147,1534,57,6543,0,10,2
rSWfX7sAgkaIWrcOC5vDMg==,local,null,null,0,7052,7052,7029,30,37,6941,0,20,17
Nm+BBpE4BEycrnqnIUco6Q==,local,null,null,0,10167,10167,10162,2008,42,8104,0,8,12
mxva5HVwrkah0gIAWfFH0w==,none,null,null,0,0,0,0,0,0,0,0,0,0
LzLt8oUTske+lAV1K0B3BQ==,remote,edge2,cloud1,10485760,10718,10717,10552,3500,112,6765,171,3311,84
mmTJ6fA8hEek3zOBA1yDIA==,local,null,null,0,7943,7941,7936,8,13,7906,0,9,2
zdqItatr30CcgPsWsItPUw==,remote,edge1,cloud1,10485760,9400,9399,9315,3447,91,5686,83,2437,84
0kgH9MZB9kePqtOvR0CP8w==,local,null,null,0,5711,5710,5701,22,9,5662,0,12,1
I9VtsKL7TEGQQq9GhGE9iw==,local,null,null,0,8116,8114,8098,1881,49,6138,0,13,20
