tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
heARhO8gdU6mdPfDKEgpFg==,local,null,null,0,1307,1306,1303,771,60,465,0,9,1
1Ej3b+XY8EGlSsG2hZFOGw==,local,null,null,0,467,465,463,15,23,411,0,8,1
UnRvsiCnjUezzUOJmxqpCw==,local,null,null,0,465,464,460,19,43,387,0,12,3
8h2vKOpVH0GVP3ef4mFLng==,local,null,null,0,1308,1307,1304,771,52,473,0,9,1
aw9kxym540CTaaRRLaXk+A==,local,null,null,0,637,634,629,20,54,537,0,10,1
rNyAkHxcUE+YMMJdlNRYOQ==,local,null,null,0,1185,1185,1185,561,38,570,0,15,3
hRNJ7YnT90OiGl1/P5BLNA==,remote,edge1,cloud1,104857600,28106,28105,28087,27731,72,256,18,27196,19
FumwgdcQuEGicmm9fZ/XhQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
FGCPBoxR80WYK/mhsI9YtA==,none,null,null,0,0,0,0,0,0,0,0,0,0
OeJ9WUdAyUaCXzbbpE+T4A==,none,null,null,0,0,0,0,0,0,0,0,0,0
fz717QIQiUKvl22ZltO+NQ==,local,null,null,0,3295,3294,3292,18,2991,271,0,9,6
Jvrqe4hhGkqpLQcAuAk5OA==,local,null,null,0,583,582,579,13,43,508,0,9,1
RV240LzFg0qg1fwWoidFBQ==,local,null,null,0,1280,1278,503,13,72,407,0,11,1
+fAERwbtkUyP1lUvqRxT8A==,local,null,null,0,533,533,531,9,49,462,0,9,3
BT/QAKDYGkOzmSJdr7ZRXQ==,remote,edge1,cloud1,104857600,28908,28907,28888,27199,1454,213,18,27198,17
9AgXACvH20ybFfi+hyeqRA==,none,null,null,0,1,0,0,0,0,0,0,0,0
tk7SsLaMukiCXnmQYY48Og==,local,null,null,0,598,597,594,18,43,525,0,4,2
S99rN3pp7UKUh6KTxHa4NQ==,local,null,null,0,352,351,349,18,43,278,0,13,5
jWMPWaMIb06TRx72Mg9i8g==,none,null,null,0,0,0,0,0,0,0,0,0,0
vXoE1zJOfU+6IRiLgotzJQ==,local,null,null,0,612,611,590,10,50,513,0,8,3
bw+1jkdte0SCw2BU7nyf7A==,local,null,null,0,610,609,609,13,71,517,0,9,2
nEtJXbH8y0O1Q2im5dJ9iQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
owYjs52tF0a4LBn8jZViuQ==,remote,edge1,cloud1,104857600,28174,28172,28154,27654,39,436,17,27228,17
yarGhNI7ZUKdVCL3IviUZQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
iW0KRasP+EaM5Lpqzk6+5Q==,local,null,null,0,613,611,607,27,59,507,0,14,5
43H4z6qJ30eYjalucvz7sA==,none,null,null,0,0,0,0,0,0,0,0,0,0
tP3k2yrgqEKxCbLMSuKzpw==,local,null,null,0,1213,1213,1211,26,718,453,0,19,1
mayZwpKwoEWww9BmepblrA==,local,null,null,0,1023,1021,1017,13,667,329,0,5,3
c24Ri0yW2km86ROOeC0hhQ==,local,null,null,0,583,581,572,24,23,516,0,15,1
aYw6OHIAaEyYIc2u2LdoFg==,remote,edge1,cloud1,104857600,27513,27511,27492,27255,39,175,18,27251,18
o8Tjly0OwUOYgfMglhSlVQ==,local,null,null,0,3219,3218,3214,2742,63,388,0,6,5
7P+Max/4pUyZZhls1wLhIA==,local,null,null,0,1191,1190,1188,15,736,428,0,4,2
C8FPv+8N6Ee6G0fOhA3+pg==,local,null,null,0,649,649,641,10,72,551,0,14,7
YsRkhieHlUCHLgl0mbTwMA==,local,null,null,0,550,547,543,20,76,435,0,13,7
3apwgFWHVkWHGDyJ3XRSaw==,local,null,null,0,413,411,404,13,35,339,0,8,2
kP8+A1WY/ESpQSKcGZigoQ==,none,null,null,0,1,0,0,0,0,0,0,0,0
HIWP9KAubEiGigQ27i6jvA==,remote,edge1,cloud1,104857600,27506,27505,27485,27168,54,235,18,27167,18
fjU3dyCDq02rdBCS+MBeOw==,local,null,null,0,529,529,515,22,45,438,0,15,1
8nIkAikU6UCAFbPcQ+bssA==,local,null,null,0,642,641,634,36,38,549,0,27,3
B8CsKRDVk0SeAWuFao38VA==,local,null,null,0,2094,2092,1406,1013,59,322,0,8,4
5ddd6/JWNEefOtLGe1T4IQ==,local,null,null,0,2068,2066,2064,998,53,1000,0,35,4
GkyXWcVnmEuSWKwL6JFmTA==,none,null,null,0,0,0,0,0,0,0,0,0,0
G2W3b55Xakm2YPiNcbupbg==,local,null,null,0,3424,3423,3421,2931,53,425,0,4,0
8oM8esbAD0Cp05c1TqKpTA==,local,null,null,0,487,487,484,19,38,404,0,10,5
Pt1jIr9ilEajhZlKHFxjZg==,remote,edge1,cloud1,104857600,27577,27576,27557,27271,39,224,18,27270,18
/tBKluXcKEOkcv9l0MLcWA==,remote,edge1,cloud1,104857600,28067,28066,28047,27051,50,920,17,27050,18
4p/6dpK8sEy779R1z+f13Q==,none,null,null,0,1,0,0,0,0,0,0,0,0
HT644RZ2O0WdnBT7zOuvBw==,none,null,null,0,1,0,0,0,0,0,0,0,0
de2tFWhct02grRWOnZoAgA==,local,null,null,0,756,755,748,28,36,670,0,20,6
Cj/b+BbAhEigd7uPKoymXg==,remote,edge1,cloud1,104857600,28885,28883,28865,27793,807,239,17,27041,17
/iDyfhvQ30W248zT3myrQA==,remote,edge1,cloud1,104857600,27423,27422,27403,27132,40,210,16,27129,17
O6OD7kusgkajiW3SRwAmhA==,none,null,null,0,0,0,0,0,0,0,0,0,0
dpFP2GZPnk+lt3obH4rNbw==,local,null,null,0,455,455,456,15,52,378,0,13,3
1oG7sWaQfEGPxUnLfaO3kQ==,local,null,null,0,475,474,469,10,60,378,0,8,3
VTk+XCTg60CnsUSNrRV3Sw==,local,null,null,0,1337,1336,1332,767,54,493,0,8,4
IWTBhazBMEayXbk8cBdvjA==,none,null,null,0,0,0,0,0,0,0,0,0,0
M9JgLlfydECxQrbb91E1AQ==,local,null,null,0,1432,1432,1430,956,41,425,0,7,3
VddSAw4JnUWSXHye1uvj+w==,local,null,null,0,3415,3414,3411,2930,48,426,0,5,4
kMFeLAVzSUC4HW7Rwa8A/w==,local,null,null,0,531,530,527,11,40,469,0,6,2
m0YQTD7c+kWBnRc5Rax13Q==,remote,edge1,cloud1,104857600,27474,27474,27455,27174,44,215,17,27174,17
+DXGeLgfiUaub7EnHTNiIA==,remote,edge1,cloud1,104857600,28033,28032,28014,27655,79,257,17,27221,24
AM6xRYwyREiL9oM7/+sqUA==,remote,edge1,cloud1,104857600,28296,28294,28275,27138,889,226,17,27135,24
9KOwbGUy00+HySza1Q/d6g==,remote,edge1,cloud1,104857600,30158,30156,30136,27093,2738,278,17,27092,17
wX7YyeD4rEaEMFK1Q1elSA==,none,null,null,0,3,0,0,0,0,0,0,0,0
RcBNpbCC90+KguzZeIP+/A==,local,null,null,0,2375,2374,1571,999,38,526,0,7,1
J6G/ZRPmqEKT91yFP+FHAQ==,local,null,null,0,400,398,392,22,29,332,0,11,2
2H3MNAwAXUCc4qPjTvrb9g==,local,null,null,0,686,685,679,16,79,562,0,12,1
dp2KtthUkkeDwH4HiUmDXg==,local,null,null,0,2749,2747,2083,16,1080,980,0,14,11
KjJFDNe1/UORRzrj6B9wBQ==,none,null,null,0,2,0,0,0,0,0,0,0,0
73o4qwsrlU6nd3mwH9+dxw==,local,null,null,0,1295,1295,1293,827,28,422,0,10,1
EP6R9h3ZdkKBLL/wudbucw==,none,null,null,0,0,0,0,0,0,0,0,0,0
0dxiuOnIhkSUJUukS+yVlA==,local,null,null,0,3307,3304,3305,15,2991,278,0,16,6
DJIQQyVpP06j3/7iWP0WJw==,local,null,null,0,1165,1165,1158,772,55,318,0,11,8
Sme+o0v54kSmIagR7J4YOg==,remote,edge1,cloud1,104857600,28025,28024,28006,27106,542,336,16,27105,17
jcLuiXI+fEmWLNjHs0vqhw==,remote,edge1,cloud1,104857600,28218,28217,28198,27138,62,974,17,27136,18
56kVFKNfFUGxAqpWgMSrZQ==,local,null,null,0,2088,2088,2086,1685,55,333,0,6,2
a8lA3LfU/EuzrdD7jc5QRQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
gOPQYmaJVEit7UtwR42AKg==,local,null,null,0,2528,2523,1520,1012,42,456,0,11,4
RcofxazZxkOnYO553qpTTg==,remote,edge1,cloud1,104857600,27438,27436,27418,27188,39,164,17,27187,17
LK/SUrx8yEmHZWXdC2yBlg==,local,null,null,0,566,566,564,27,31,488,0,13,1
TCCdmwEFHEGpNY187rvSsA==,local,null,null,0,419,418,417,8,61,339,0,7,6
YASGPQyqxECKjHtv9K0bLQ==,remote,edge1,cloud1,104857600,27753,27752,27734,27430,37,245,16,27281,17
YEhCU/3qgU2XzGDdsQoLog==,remote,edge1,cloud1,104857600,29163,29163,29144,27457,1431,233,23,27220,17
YdoNQgC4jEu651mlg/G3KA==,none,null,null,0,0,0,0,0,0,0,0,0,0
RnGevi+Pf0KcYFJ1OGcPCw==,local,null,null,0,1378,1377,1375,765,60,533,0,10,2
fheJjqHtd02qzMYpkF0Mww==,local,null,null,0,479,478,468,10,51,394,0,11,1
mlaOUyW3b0Ki3iKDk/h0sw==,local,null,null,0,696,695,690,31,68,578,0,17,2
8azRfuPTWk21czatBbSO9Q==,local,null,null,0,2829,2828,2825,811,1699,300,0,12,2
beT0D3iF20OajFXyVdjEaA==,local,null,null,0,595,595,588,14,52,510,0,11,2
VnBz5lR19US6wpT2FnF79w==,local,null,null,0,3256,3256,3253,22,2000,1208,0,7,10
l3AJgStATEaqeQb0Zxu1iQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
Z1QM8lQl50OngT/ShNtknw==,local,null,null,0,546,546,541,11,54,465,0,8,1
rhVCjL/dEkaosJy0nJsYtQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
CATODbPe2kCeVRi9JWeGuA==,local,null,null,0,1394,1393,433,9,42,366,0,7,7
F1Ejb9DQQk+mmuXC1E91iA==,local,null,null,0,1452,1451,1449,956,42,443,0,10,3
GtdHxdCPU0CrnpMcOtU7TA==,none,null,null,0,0,0,0,0,0,0,0,0,0
8PN5raO7QU6qpJru7AFSzA==,local,null,null,0,1018,1016,1013,9,677,317,0,8,4
t8FkGCyiwUelC+/LZJBE5g==,local,null,null,0,2917,2917,2912,816,1776,310,0,9,27
XB3jFVRArEmtQ00WEyx2uA==,local,null,null,0,2381,2379,2376,2013,60,283,0,10,3
xIq22mvrGUm9Sd+yyAtQ7A==,none,null,null,0,0,0,0,0,0,0,0,0,0
JwUjJhqlRUOM/2+5smJyzw==,remote,edge1,cloud1,104857600,28199,28196,28177,27121,53,979,18,27120,17
wZn/imwFXUWVJyxh/pqj2w==,local,null,null,0,454,453,447,21,44,373,0,13,2
j/i4UFTdl0eZ/K7CZnhwhA==,local,null,null,0,534,534,530,9,158,349,0,7,3
CSLLF/4HO0aF43smcr/+FA==,local,null,null,0,2354,2351,2349,2009,58,257,0,6,5
kUon1eQIpUqQsqGvsVoetQ==,remote,edge1,cloud1,104857600,28204,28201,28183,27927,41,189,17,27236,17
jHujsXa37E+lq2NgFE56Fg==,none,null,null,0,0,0,0,0,0,0,0,0,0
AgMuLUTdvECIQu6+pJm4NQ==,local,null,null,0,421,421,418,11,47,353,0,9,3
6TJGbabLwUGavY3KA/NPKQ==,local,null,null,0,2576,2575,2573,1975,43,549,0,13,1
pVT9QtR6zky68GM9fS0WGw==,local,null,null,0,2449,2448,2446,2013,42,381,0,10,2
aYbjomz0s0SJjzcbYY9P4w==,none,null,null,0,0,0,0,0,0,0,0,0,0
SDG0DV0DGECtGA3as5f26Q==,local,null,null,0,332,332,329,7,41,273,0,6,2
ujy+M6cj00+pRR37ippWvg==,remote,edge1,cloud1,104857600,27993,27992,27974,27097,510,343,18,27096,17
CoGeDlHzPUmSOx+k1rCR2w==,local,null,null,0,502,501,492,38,40,403,0,21,1
DzXDz4342kuqCVTe5hdf6w==,local,null,null,0,2246,2244,2242,1697,21,517,0,13,2
Vei19wAbY0y1X+Eb56fUCA==,remote,edge1,cloud1,104857600,27417,27416,27397,27119,42,212,17,27118,17
