tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
MjL5Yz42yU+hTFDcthqHFw==,local,null,null,0,978,977,963,14,31,891,0,8,20
eDFA95JWtkiZiRgLYhAOng==,none,null,null,0,0,0,0,0,0,0,0,0,0
JGjW7GvBD0+1sug4sMNZeQ==,remote,edge2,cloud1,1048576,1542,1542,1458,773,96,502,82,771,82
l7jdibzRuE2JNrmGrOJ8Dg==,local,null,null,0,863,863,858,30,56,750,0,14,2
i0Xc5psbl0SkSqrFlUIPBQ==,local,null,null,0,968,968,962,14,40,886,0,12,11
pdzrYxoVXUeaY1vJIpyKkg==,local,null,null,0,719,719,713,11,26,669,0,9,2
QltJjoLKWkKJra/rAkgFtw==,none,null,null,0,0,0,0,0,0,0,0,0,0
0ru0HOkXpkGWWOqoPyfCPg==,local,null,null,0,1101,1099,1097,24,31,1036,0,12,3
LmqlTETJ+E6+d1ZfOlD+HA==,remote,edge2,cloud1,1048576,2990,2988,2827,1988,115,575,153,837,85
08yzRefbk0uSxrleg1mZNQ==,local,null,null,0,1043,1042,1038,27,41,942,0,13,3
5RqtoZPGwE+bm+UHFbsnFw==,local,null,null,0,828,828,817,24,24,751,0,23,2
+FEi8lGjbE6TerlryDUS0g==,local,null,null,0,1115,1114,1092,17,51,992,0,14,23
hNcX0qDgwkea05nknboC9A==,local,null,null,0,873,872,858,30,22,776,0,17,2
ACt34j0mrUWX12yW2K9fxA==,none,null,null,0,0,0,0,0,0,0,0,0,0
cUe0wIFgVEKRM73P2csOow==,none,null,null,0,0,0,0,0,0,0,0,0,0
2cJKIBSZXEGQVRrTNb1guQ==,local,null,null,0,867,866,837,23,56,704,0,12,20
2dRF6mwY106Auqbj0M6gvw==,local,null,null,0,1070,1070,1064,58,24,947,0,15,3
d4L2/Bm+SESGQ7t9sTkISg==,local,null,null,0,1211,1211,1199,51,48,1072,0,32,9
WPrV/sI+JUS9LaIUd0VSxw==,local,null,null,0,912,911,888,54,54,741,0,37,21
EucZLNTN/Eyv0JwG7RNRgQ==,local,null,null,0,1345,1345,1310,27,50,1189,0,12,22
5vCGcUAakU+0XQkJ3xjoVw==,local,null,null,0,2978,2977,2068,1052,56,920,0,28,23
