tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
3DZJwJdWVE63up8MEO4mng==,none,null,null,0,0,0,0,0,0,0,0,0,0
D4QHrgA09UumCixjjvk48g==,local,null,null,0,663,659,626,6,574,613,0,4,18
79IvJsOFfk+vnQvPOmzIAQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
6dzzxhcI3kGwRh1yI3rBuA==,none,null,null,0,0,0,0,0,0,0,0,0,0
4aVR9VsS6UmaImcoq/dQAg==,remote,edge1,cloud1,1048576,458,457,423,373,23,47,20,371,19
PCp2FD5XMEu1N8prG6wwDA==,local,null,null,0,81,81,47,2,22,43,0,1,19
FqpK9KfzyU6KLOvnbTcJqA==,none,null,null,0,0,0,0,0,0,0,0,0,0
Y8KGDDQeBEKxkZyDF3KQ5A==,remote,edge1,edge1,1048576,83,83,79,45,15,31,1,43,1
2B2YoWpFE0SiyBREFNLjGQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
U53NVMaE7UKy3LZprq0igg==,remote,edge1,cloud1,1048576,1124,1124,1090,1044,20,45,17,337,17
kVhiX+4Tzkqx7suLpud8sQ==,remote,cloud1,edge1,1048576,351,351,345,325,6,17,1,324,1
88JUTks3RkyhUP7gcLDHHg==,local,null,null,0,148,147,131,21,18,95,0,18,12
yVxDcKKLt0OpW43iXGEjKA==,none,null,null,0,0,0,0,0,0,0,0,0,0
zlFvz6cEyUqVxX+6UYfE9g==,local,null,null,0,674,673,672,604,27,54,0,4,8
Ncb7VhAmoEWz/b4UTE1K+g==,local,null,null,0,36,36,24,4,5,18,0,2,2
SMkoNq+7+EW6xTbDyR/+9A==,remote,edge1,cloud1,1048576,831,830,417,374,21,41,18,372,19
NBSB1sfGpEWCY77cCUEtcA==,remote,cloud1,cloud1,1048576,136,135,102,58,20,41,17,57,17
bVlK9DFfUkigGBb895hJTQ==,local,null,null,0,84,83,50,2,21,46,0,2,18
4S5AhIz2zEyXH6OTTb9hFw==,remote,edge1,cloud1,1048576,477,477,439,366,29,69,17,360,17
vRaySAumEEWjA5zVYVEhKA==,local,null,null,0,680,680,673,604,27,62,0,1,13
Kv9XLuV2W0KWQDgi9ghEuA==,none,null,null,0,0,0,0,0,0,0,0,0,0
Fm+SzS3UFkKgQ6H/DpHw6w==,remote,edge1,cloud1,1048576,421,418,385,327,21,55,17,322,17
b0ZGdenCnkqL1ByJlaY1uA==,none,null,null,0,0,0,0,0,0,0,0,0,0
aiAmEAlmkEWHmB+3Uen1Gw==,remote,edge1,cloud1,1048576,464,462,427,368,29,57,17,368,19
1VsOcOrf306EGkxWsCpeFg==,local,null,null,0,731,730,713,10,10,39,0,5,2
sddz9WVuSk+q9c1jSUFPHQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
oQ/z/d0b3Uu95U2HrvgPTA==,local,null,null,0,108,107,72,14,22,56,0,8,18
xdeKS2+vi0yn7vZG2KDd4Q==,remote,cloud1,cloud1,1048576,128,127,94,48,20,45,17,47,17
QxuliOyYqEOJ+Jfu4UdZfw==,remote,cloud1,cloud1,1048576,154,153,119,64,22,48,18,59,18
55wtnHFFNEKsXdRDYzzG0g==,none,null,null,0,1,0,0,0,0,0,0,0,0
IutSDf8ICESTVEnPTGsNTw==,remote,edge1,cloud1,1048576,442,440,407,357,21,47,19,356,18
MvePB5jNwUeE7IF19XN8iw==,remote,cloud1,cloud1,1048576,175,174,139,55,35,82,17,47,25
PaD4ijPNj02ckvfB5SGUEA==,local,null,null,0,173,173,163,5,54,157,0,1,3
8lgMo8qaOkCMCsJBXsMm0w==,remote,edge1,cloud1,1048576,403,402,367,320,20,42,17,320,17
AQxBQGjBn0i81pyv5BdsYA==,remote,edge1,cloud1,1048576,426,426,388,342,21,43,17,342,18
