tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
W/O+KdyTU0W6GKlIQPrOrg==,remote,edge1,edge1,1048576,2719,2714,2622,1048,45,570,8,83,1
w1FWomFOcEqMncVtzWsY1g==,local,null,null,0,1415,1414,639,568,29,68,0,12,8
CiDqtGYZ1EWIAINW9rb+og==,local,null,null,0,572,570,562,525,10,35,0,2,3
fan6RDFrMkeXrgJi1Wi3QQ==,local,null,null,0,922,911,895,860,13,33,0,5,2
nWi15RZcw027L990Qa4deg==,local,null,null,0,76,74,68,9,13,53,0,8,2
huXL9v77IEGYJz5t5+4K6g==,none,null,null,0,0,0,0,0,0,0,0,0,0
1EeqZ7bnXEa4WSetz1aNew==,local,null,null,0,922,920,915,877,16,34,0,866,8
c+sDinx79UyvY2IXNgd6bw==,local,null,null,0,127,126,108,50,30,53,0,29,8
T12al7TGWUePUlIP0efK2A==,local,null,null,0,208,206,164,24,28,115,0,8,8
lgC1v6KaDUG2UCAXHNKrEw==,remote,edge1,cloud1,1048576,484,482,444,389,19,53,18,388,16
Q9pCwqFC1EuNQiQ3WwQjLw==,remote,edge1,cloud1,1048576,433,433,399,349,24,48,17,348,17
X0QxmboY+kuwFjA1rKgmPQ==,local,null,null,0,1429,1429,1412,1338,17,71,0,4,5
XcywNz8fEEinTzMWFU+i7A==,remote,edge1,cloud1,1048576,501,500,459,399,27,57,17,399,21
D/qk74ZV9kOC89tHoEdQLQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
q8qGErM6kE+Ig58evMNydQ==,local,null,null,0,118,117,99,6,19,89,0,2,5
4+6NXrZaw0iLnU6flvM/yA==,local,null,null,0,2513,2513,2400,1653,11,433,0,2,2
W+dRN7ijF0ixkQVHv0w5DA==,remote,edge1,cloud1,1048576,3823,3821,3741,2980,52,603,153,700,22
+LX/ujCuUUmc73ilKPjsTQ==,local,null,null,0,563,562,48,21,9,25,0,3,2
3xbWX1CuykShhDHlcyi+Tg==,local,null,null,0,96,85,78,19,13,52,0,12,3
0QJkruzK9EuytlkyGAxYww==,remote,edge1,cloud1,1048576,462,462,426,370,28,53,19,369,22
Ba8L0BFUkUuP2UiZ+iWm/A==,local,null,null,0,1804,1804,1790,1752,9,32,0,2,2
I/xIRsCYwkmjAkwXzmKImg==,remote,edge1,cloud1,1048576,527,526,492,428,34,60,17,426,28
bXduRoHbO0igE26LIbDLfg==,local,null,null,0,71,66,60,4,35,53,0,6,5
psbKLVSBnkuRD4dUCjzE1g==,none,null,null,0,0,0,0,0,0,0,0,0,0
NjDnCs6J00Ci88KS6ICwDg==,local,null,null,0,52,52,46,19,6,22,0,8,2
WAftw30EREGsmQeYXNsNNQ==,local,null,null,0,754,752,737,14,614,718,0,7,9
qVZ2/4Dd90qnIk6hCE5UEA==,local,null,null,0,162,161,144,56,31,83,0,19,3
w5ieHde3rUyKlRIY4gD02Q==,none,null,null,0,0,0,0,0,0,0,0,0,0
FWM3bRkKLU62yKjV4ypNSQ==,local,null,null,0,1809,1808,1104,1070,5,33,0,17,1
8JwKgbFOskO+pDKwTbKMMg==,local,null,null,0,1813,1812,1811,7,1759,1794,0,1,2
OjpMofV5nE6SVrrSV2E2RA==,none,null,null,0,0,0,0,0,0,0,0,0,0
vXLqpN/Y+UOLRUD4xIPyUg==,remote,edge1,edge1,1048576,2716,2714,2619,1764,50,656,118,384,5
+JIrUjjcn0uTQFXmHITGbA==,local,null,null,0,2511,2507,2394,1647,12,429,0,3,3
JFH7cLqhe02g+iM2jUd2LA==,remote,edge1,cloud1,1048576,502,502,468,419,23,47,17,423,18
2PC0Iilzwkuv4LIyDDO1cQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
SCIm0A77ikGZ26J24ysBdQ==,none,null,null,0,1,0,0,0,0,0,0,0,0
6PsodZmPG0mneBqONo+tsQ==,remote,edge1,cloud1,1048576,3837,3836,3749,3006,54,586,153,703,29
PgjJjRMn1kmkMNI4EIrETA==,local,null,null,0,1435,1434,1419,1354,10,62,0,18,2
ZVT6oN+4WkCefuZE5gCOBg==,local,null,null,0,567,566,560,4,526,554,0,1,2
uxQBqEWwOU+hxV6sbIq4SQ==,remote,edge1,edge1,1048576,1726,1726,1656,789,18,634,4,52,1
XFg3tdEv60asMPwHJs2TlQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
d6PBWeVKwU+w6y063uJvNg==,none,null,null,0,0,0,0,0,0,0,0,0,0
dgQ0Ubu/A0KmaWPXgJ1+2g==,remote,edge1,cloud1,1048576,456,456,421,370,26,47,17,366,18
4Bl8kvsPQE6Yi7ACqKKdog==,local,null,null,0,2035,2034,2026,994,1013,1027,0,6,3
rUU83NDpXEC2+3Zas29WKw==,local,null,null,0,96,95,83,11,22,56,0,4,6
DC9WjDwbcUyl3hdY0PGw7g==,none,null,null,0,0,0,0,0,0,0,0,0,0
8OnGh45qwkmSmde0C6nmNA==,local,null,null,0,85,84,71,19,10,39,0,16,2
JnM3p+IvGUO88XiEy/5m0A==,local,null,null,0,95,95,89,27,11,55,0,3,2
QhjsUFF+CE2g/cliVG8B6g==,local,null,null,0,2034,2033,2029,999,1011,1026,0,10,3
YCMSQILfPEq4ReF69iu6zg==,remote,edge1,cloud1,1048576,3173,3172,3124,3021,42,99,19,398,26
