tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
nk7qaBN+60ezvQrQYO6r2Q==,local,null,null,0,44,43,41,6,8,31,0,4,1
DSQWIZV6d0aQtW1CBqCY6Q==,none,null,null,0,1,0,0,0,0,0,0,0,0
aHu2K71Sr0aw4nkwYWAsVg==,local,null,null,0,171,170,162,12,98,148,0,9,5
RxeWsOr+yE6WqBO3iFBmyA==,none,null,null,0,0,0,0,0,0,0,0,0,0
5PFBWbbcXkyo9z0PiUzUbA==,local,null,null,0,59,58,57,7,16,48,0,6,8
EI/DOLd8LkuxYTPRV56INQ==,none,null,null,0,0,0,0,0,0,0,0,0,0
