tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
FhHmmP3s00WIBLHXI4Fl3w==,local,null,null,0,942,941,912,21,54,812,0,12,22
Sf4AfGIrD0i0OalzL85k3A==,local,null,null,0,968,968,947,14,41,858,0,8,19
sFSwiJA/Xk2uctwXWU0g4A==,local,null,null,0,602,601,584,12,26,525,0,14,17
4o9YoTpni02BZpQ7BNFuFA==,local,null,null,0,849,847,845,19,35,778,0,17,6
B/kxbtc0hEebFGlv4ZTjLg==,local,null,null,0,1379,1378,1356,10,45,1269,0,7,19
s124VOgnAU6BCeruNsE+Aw==,local,null,null,0,998,998,980,21,51,870,0,14,22
0jjNAn5rvUKhvW7YvAjXhw==,remote,edge2,cloud1,1048576,2423,2423,2281,998,626,488,166,849,83
e7RxLvzaWUClESjCXRs7nA==,remote,edge1,cloud1,1048576,2064,2063,1981,1312,98,485,84,1310,83
RwPme5h1/UOOdx5hqfV93g==,local,null,null,0,907,907,889,12,39,814,0,10,21
4lnmD5iRbUy+RzMZIFxzMg==,none,null,null,0,0,0,0,0,0,0,0,0,0
p7Cz3Isu40iGNMg7pvbBew==,local,null,null,0,1071,1070,1045,23,43,954,0,21,23
1T4OsaxmykKZGJlLEScbDw==,remote,edge2,cloud1,1048576,1904,1902,1821,1098,98,537,84,1087,82
TS1yR67KOE2prACs9I6ltg==,none,null,null,0,0,0,0,0,0,0,0,0,0
VR4a//3yQUiXM3mc5kY8PQ==,remote,edge2,cloud1,1048576,2369,2369,1516,998,93,336,90,772,84
YPDUh+NirU29MdK9WDZpLw==,none,null,null,0,0,0,0,0,0,0,0,0,0
mRTXAnXVREOqPcZAoGVfxA==,local,null,null,0,1023,1022,991,19,42,896,0,11,18
i/AdnnsueUuXM7IZ7o8WfQ==,local,null,null,0,1190,1189,1170,20,56,1058,0,15,19
