tId,dataPullType,FromZone,ToZone,DataSize,TotalDuration,TriggerStepClientDuration,TriggerStepServerDuration,DataPullDuration,DataPushDuration,ComputeDuration,DataMasterPullCall,DataPeerPullCall,DataMasterPushCall
usEJq5b6f0m6aIeHNjh9Vg==,remote,edge1,edge1,1048576,905,902,900,738,21,152,2,234,2
9Wk2KhmrOUGMlvkB+gAQBQ==,remote,edge1,cloud1,1048576,585,578,543,415,29,127,17,412,19
uB8fpSX96UOihh7Qi/aVdw==,none,null,null,0,1,0,0,0,0,0,0,0,0
frhr7dar6ECdjtx3hiLiKQ==,local,null,null,0,1070,1069,1064,6,17,1052,0,7,3
O4hBoaZZMEO2ePbNBnJfcw==,local,null,null,0,148,144,109,7,42,87,0,3,26
NIeeCAcF+EmJl4UcGmWF/w==,local,null,null,0,173,173,161,31,43,124,0,11,14
plg0mTNe2ka8CIESOT8oOA==,local,null,null,0,364,363,309,115,71,179,0,88,24
RfuehN+nUEuK32jKP7rcEg==,local,null,null,0,1499,1498,1407,288,40,802,0,36,20
hbKUPrgYxESFmFh8/EsGog==,remote,edge1,cloud1,1048576,555,552,516,460,23,52,17,458,19
pmEB/78030aBBDHDJKwrDA==,local,null,null,0,665,655,641,15,586,622,0,6,6
PPWucKKqeUmCLKh6c6ogSA==,local,null,null,0,234,230,183,32,38,142,0,6,20
2zSr/FrehkaQgltuqI333w==,local,null,null,0,1062,1062,1052,15,1005,1035,0,3,1
aum3zIJL8kKeU10o1sTD9g==,remote,edge1,cloud1,1048576,1643,1641,1608,1548,22,53,43,399,17
vGxqz4YM0kCWhq0qwX0Rxw==,remote,edge1,cloud1,1048576,2684,2677,2537,1430,35,147,20,452,20
8FHc4OS89UGg2WWC7NI1Ew==,local,null,null,0,150,149,140,32,18,100,0,3,4
bsFgS8lWy0WtXoTjaTsxig==,remote,edge1,cloud1,1048576,573,572,536,433,42,102,17,413,29
l3UT7F0f+UqOAjDeSch1Cg==,none,null,null,0,1,0,0,0,0,0,0,0,0
BQ1VaL11BU6TGbaFGVSh3Q==,local,null,null,0,113,112,75,2,33,67,0,1,20
1+KsTNttyEqcEQypqasU7A==,local,null,null,0,2729,2728,2646,1911,23,502,0,6,17
KoJsZOpR2UeYHJGZU+59CA==,local,null,null,0,52,50,39,4,12,23,0,3,3
N/MQxr38M0ihfMhh585b7A==,local,null,null,0,782,781,774,26,93,741,0,5,14
tUZSeg/Mz0ahGf/n42RY6g==,none,null,null,0,0,0,0,0,0,0,0,0,0
R7B4kuBAE0Kwuwe1h//k2w==,local,null,null,0,129,128,114,34,15,73,0,7,6
vUXulgpmq0SUHBpqTOQTzA==,remote,edge1,cloud1,1048576,502,502,463,412,24,48,18,409,19
HSYydp5obkiuBGo0s/I9KA==,local,null,null,0,88,86,81,27,9,47,0,18,2
3bBrVX55c0+CXZdYpI8cKg==,none,null,null,0,0,0,0,0,0,0,0,0,0
wS5EaEBd3EC6iPRIfl2CTg==,local,null,null,0,59,58,52,33,4,17,0,10,1
EQ+28eaIEUmam6hXoB+ggg==,none,null,null,0,1,0,0,0,0,0,0,0,0
uf56MYBPlUGLe9GU7NywKw==,none,null,null,0,0,0,0,0,0,0,0,0,0
7/rZtidXpEO54PD3gmamUQ==,local,null,null,0,79,77,67,18,11,42,0,7,6
YUqRdd4NhEOGB+8CLV9tDw==,remote,edge1,cloud1,1048576,513,512,477,427,22,47,17,428,18
27jQtoD52UCOS57kHhglYA==,remote,edge1,cloud1,1048576,1638,1636,1603,1546,23,53,25,375,17
TGGOlCbRoUevQTapUCYRsA==,local,null,null,0,160,157,149,17,30,108,0,7,2
tPK13s9MuEmqMthz94B/JQ==,local,null,null,0,91,90,84,16,30,65,0,11,11
EMZSelbrgUSXbud0csC4EQ==,local,null,null,0,129,129,93,12,25,72,0,3,3
ArrNkchNQ0KnGEYZ/dvaSQ==,remote,edge1,edge1,1048576,233,233,231,116,40,109,4,106,2
QEHQ/Z9MzEe7uJx2k5K3rw==,remote,edge1,cloud1,1048576,570,561,526,439,25,82,20,438,16
dqXOKpqESUCoF8TpmKmHxg==,remote,edge1,cloud1,1048576,725,724,602,484,43,81,30,464,28
YixmrZ5ccEOMKACi7MXfSw==,local,null,null,0,140,139,133,17,31,112,0,7,2
gczR+stSU0GD+fmWflfQDA==,local,null,null,0,262,261,213,85,42,120,0,8,20
3WjedC7nNkmnULVIg5yDCw==,remote,edge1,cloud1,1048576,551,550,496,445,22,48,23,442,17
3+rQDqHbb0Ko4FoWBelqNg==,local,null,null,0,113,112,108,57,37,48,0,17,7
+j8Ov8QcpEe8yUMEC0ywqQ==,remote,edge1,cloud1,1048576,531,529,492,451,19,39,20,448,16
gZ/SNffAhEKW20myooSAWg==,local,null,null,0,664,655,640,17,587,616,0,3,1
xG4nno3AkESJZZ9b99BWqg==,none,null,null,0,0,0,0,0,0,0,0,0,0
pKnRyxgdlUSrbAR73M5scw==,local,null,null,0,107,103,57,5,20,49,0,3,17
H87BGZBNwUWdYkh0HQXy7A==,none,null,null,0,0,0,0,0,0,0,0,0,0
DX8TtZOBTU6yfrdfECn9VA==,local,null,null,0,104,102,63,2,22,59,0,1,17
